name,smiles,150_20,NssssN,SssssN,ETA_shape_y,RNCG,AATSC1are,GhoseFilter,AATSC1se,AATSC1pe,JGI4,AATSC1i,NssssC,SssssC,AETA_eta_B,piPC8,NddsN,SIC3,JGI3,NssNH,MATS1i,AATS4v,BIC3,ATSC6s,GATS4d,n10FHRing,VE2_Dt,VE2_Dzm,VE2_DzZ,VE2_A,VE2_Dzi,VE2_Dzare,VE2_Dzpe,VE2_Dzse,VE2_D,AXp-5d,MATS1are,BCUTs-1l,VE2_Dzv,AETA_eta_BR,VE2_Dzp,NsNH2,AETA_eta_FL,SlogP_VSA5,AATSC2v,ATSC3s,SsNH2,MATS1pe,nBase,piPC7,NdCH2,Xch-7dv,ATSC8Z,ATSC4s,NssO,BCUTc-1l,ATSC7m,fMF,AATSC3s,AETA_eta_RL,SssO,GATS2c,ATSC8m,MPC10,ATS8s,HybRatio,ATSC7Z,FCSP3,GATS2se,ATSC5are,AETA_eta_L,Xch-6dv,AXp-3d,MATS4pe,MPC8,C4SP3,MPC9,AETA_beta,n10FAHRing,GATS4pe,AATSC0d,SsssN,AETA_beta_ns_d,AETA_beta_ns,SIC0,SsBr,GGI6,RotRatio,GATS2are,BIC0,MWC08,MWC06,MWC10,NdsN,MWC07,MWC09,GATS2s,NdssS,MWC05,MWC04,VE3_A,MPC7,SRW08,SRW06,SRW10,NtCH,Xpc-6d,AETA_dBeta,GATS2pe,Xc-4dv,VE3_Dzp,MWC03,VR3_Dzi,ATS8m
"5,5'-Dithiobis(2-nitrobenzoic acid)",O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,0.9652,0,0,0.3956044,0.17558743,0.026043827,1,0.01621526,0.015659822,0.05466667,0.6952847,0,0,0.027420327,6.055026,2,0.80343837,0.051829267,0,0.40339148,242.18915,0.74427754,-85.31007,1.1393474,0,0.19424224,0.19245367,0.19245626,0.18073659,0.19401017,0.19396752,0.19384556,0.19369599,0.19341964,0.08068454,0.10948132,0.53920287,0.19182259,0.034035712,0.18937029,0,0.28073424,20.715977,-1.3650553,6.2402577,0,0.07656721,0,6.066833,0,0.10703809,95.3218,-73.07008,0,-0.387762,564.32,0.4117647,0.09313817,0.46928018,0,0.68634164,423.63092,72,219.77777,0,127.0865,0,0.44623315,0.4658879,0.18854594,0.048112523,0.18161198,-0.1979315,62,0,73,1.3846154,0,1.1346265,0.733564,0,0.07692308,0.7692308,0.39121988,0,0.32489794,0.25925925,0.41511828,0.3624126,10.049621,8.314097,11.786542,0,9.177713,10.915797,0.41039842,0,7.4401464,6.5834093,2.5028934,64,8.442254,6.8426833,10.092247,0,10.505704,0.15384616,0.41147992,0,2.549557,5.7071104,5.9426417,4306.5967
,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-],0.7384,0,0,0.49081802,0.18039457,0.073565625,0,0.0546,0.057728127,0.051358026,0.24267626,0,0,0.034556102,4.523146,2,0.9375,0.071428575,0,0.062047135,203.3793,0.85376346,112.375,0.74025977,0,0.26573506,0.2634076,0.26337132,0.24260949,0.26349297,0.26362333,0.2634686,0.26333806,0.26315114,0.07139433,0.18967623,1.417634,0.26011348,0.04069896,0.2578051,0,0.31064793,0,-5.0501685,-65.43576,0,0.17838743,0,4.924987,0,0.03658185,0,-27.895834,0,-0.38656124,0,0.375,-2.2564056,0.45931628,0,1.0970886,0,0,0,0,0,0,0.806564,-1.632464,0.14866835,0.020833334,0.18592975,-0.22303914,8,0,0,1.4285715,0,1.3562396,0.859375,0,0.14285715,0.78571427,0.5389098,0,0,0.14285715,0.80067116,0.49077487,9.392745,7.659643,11.12716,0,8.513386,10.247539,0.6538081,0,6.781058,5.9322453,1.5592273,14,7.821242,6.20859,9.484101,0,5.485125,0.14285715,0.772436,0,1.6199782,5.056246,4.3947406,0
,C#CC1=CC=C(C=C1)C#C,0.4412,0,0,0.2,0.20789275,-1.26E-17,0,1.08E-19,-2.95E-17,0.0637037,1.19E-15,0,0,0.005051026,0,0,0.75,0.022727273,0,9.31E-16,184.96062,0.6631942,6.1631947,0.7258065,0,0.31420004,0.31138527,0.31138527,0.296301,0.31138527,0.31138527,0.31138527,0.31138527,0.31075224,0.091962785,-5.96E-16,1.5204889,0.31138527,0.013651026,0.31138527,0,0.32394016,11.126903,-6.7154484,1.5013021,0,-1.03E-15,0,5.0296206,0,0.027777778,-11.71875,-8.246528,0,-0.3705295,-39.724785,0.375,0.05560378,0.48637033,0,0.6989604,-56.74969,0,8,0,-8.203125,0,0.90909094,0.08015625,0.16243018,0.027777778,0.2229305,-0.37777779,0,0,0,1.5,0,1.3333334,0.484375,0,0,1,0.2386085,0,0.040816326,0,0.90909094,0.2109917,8.532475,6.944087,10.122021,0,7.737616,9.326967,0.52983296,0,6.150603,5.3612924,1.0862057,6,7.158514,5.652489,8.703009,2,1.2445643,0.5,0.90909094,0,1.1358608,4.574711,3.5324442,24.214176
"3-NITROPHENOL, REAGENTPLUS, 99%",OC1=CC=CC([N+]([O-])=O)=C1,0.3932,0,0,0.3181818,0.46331882,0.036312,0,0.025657032,0.025661333,0.06603175,0.52445066,0,0,0.021583626,0,1,1,0.056818184,0,0.35195282,141.87453,0.9197169,-28.8,1.09375,0,0.31448358,0.3123377,0.31234086,0.2988082,0.31222183,0.31253582,0.31240267,0.3123311,0.31227785,0.09825643,0.15610276,1.4882725,0.30903244,0.030183626,0.30646142,0,0.3145569,0,-9.394433,-6.168889,0,0.12431371,0,4.123094,0,0.026311489,0,-34.826668,0,-0.38748327,0,0.4,-0.22847736,0.46983773,0,0.7717062,0,0,0,0,0,0,0.5169992,0.181208,0.15528083,0.027777778,0.2085547,-0.16208063,0,0,0,1.45,0,1.2706372,0.62222224,0,0.1,0.85,0.4561011,0,0,0.1,0.49787608,0.41948387,8.654343,7.041412,10.268721,0,7.840313,9.456654,0.44758677,0,6.2245584,5.433722,1.0946317,6,7.261927,5.733341,8.830689,0,2.117875,0.25,0.48822284,0,1.1199217,4.6151204,3.5352223,0
,CCOC1=CC=C(OCC)C=C1,0.6131,0,0,0.1764706,0.44325414,0.006508876,1,0.000913373,0.008215385,0.038222224,-0.26123244,0,0,0.004209188,3.803881,0,0.67670965,0.01923077,0,-0.20146194,181.79005,0.6547644,1.0456936,1.5721749,0,0.28607756,0.2816063,0.28160757,0.26074162,0.28147742,0.2816704,0.28162277,0.28160495,0.28295594,0.09553418,0.055055056,1.4713272,0.28070113,0.011375855,0.28009045,0,0.23788616,13.847474,-0.21105832,-3.6436555,0,0.073030636,0,4.2749286,0,0.022680461,-79.13609,-5.459566,2,-0.5264373,99.04815,0.23076923,-0.07436032,0.48864195,10.566841,1.3778632,-368.26147,0,33,0.4,20.017752,0.4,1.4208165,1.1729586,0.2507558,0.027777778,0.21001084,-0.2510113,8,0,2,1.1666666,0,1.1729997,0.40236688,0,0.083333336,0.5833333,0.2756631,0,0.12081633,0.33333334,1.3290279,0.2667235,8.696343,7.100852,10.2961035,0,7.893945,9.493487,1.0944104,0,6.300786,5.5174527,1.3230028,14,7.2730927,5.7838254,8.810609,0,1.495395,0,1.2732028,0,1.3945855,4.727388,4.0181084,433.71854
Bisphenol A,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O,1,0,0,0.24489796,0.34038475,-0.012444228,1,-0.007165258,-0.011869168,0.04222222,0.1951631,1,-0.15138888,0.024480967,5.668371,0,0.7506396,0.057692308,0,0.14371568,161.84457,0.71149445,16.319445,0.8578518,0,0.23917285,0.23922387,0.23922518,0.21665753,0.23908645,0.23928857,0.23924072,0.2392225,0.23867257,0.076612756,-0.12823395,1.175219,0.23798516,0.034598615,0.23661292,0,0.25663435,24.974377,5.5457015,-6.4228396,0,-0.1262675,0,5.537826,0,0.052622978,65.21212,-10.914351,0,-0.3154244,-617.63794,0.3939394,-0.08451105,0.47047278,0,0.47617602,314.30396,24,105.44444,0.2,-132.01837,0.2,0.54814243,0.9264279,0.21383841,0.055555556,0.19175339,-0.10815985,28,1,24,1.3235294,0,0.7822673,0.6685032,0,0.05882353,0.7647059,0.25147414,0,0.24163266,0.11111111,0.5495837,0.23836,9.698,7.9434276,11.458268,0,8.811205,10.569186,0.50020164,0,7.0604763,6.200509,1.8344042,36,8.123558,6.493754,9.795735,0,6.6713333,0.20588236,0.5626221,0.125,1.9225119,5.32301,4.9179792,1090.5417
"2,4,6-trimethylbenzoic acid",O=C(O)C1=C(C)C=C(C)C=C1C,1,0,0,0.44117647,0.44421273,-0.009722223,1,-0.005775889,-0.009239931,0.040296298,0.095547065,0,0,0.03287242,3.8407955,0,0.7225593,0.10294118,0,0.071733296,159.18347,0.68913305,28.878859,1.6109914,0,0.28716588,0.28349042,0.2834912,0.26576397,0.28340763,0.28352818,0.28350034,0.2834896,0.2844619,0.071128435,-0.078475334,1.398882,0.28266612,0.04003909,0.2816582,0,0.2452176,27.048344,14.762447,-8.909722,0,-0.07891241,0,4.123094,0,0.072916664,21.333334,19.276234,0,-0.33768296,-350.68436,0.25,-0.19799383,0.4599787,0,0.4734722,102.10084,0,3,0.3,-75.55556,0.3,0.29455927,-4.348889,0.2147611,0.020833334,0.18161198,0.13602847,4,0,0,1.1666666,0,0.70639455,0.6666667,0,0,0.625,0.28899065,0,0,0.083333336,0.3152186,0.27562168,9.197559,7.4826818,10.913214,0,8.311152,10.026634,0.2997362,0,6.5971456,5.771441,1.3420815,6,7.6577554,6.042633,9.324116,0,4.776374,0.083333336,0.33752957,0,1.4001672,4.890349,4.032943,3.048192
4-AMINO-3-NITROBENZOIC ACID,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N,0.71,0,0,0.4260355,0.27931425,-0.004136288,0,0.001242349,-0.007805263,0.052380953,0.6239013,0,0,0.030343773,4.239076,1,0.97522014,0.059027776,0,0.40762478,169.33763,0.90353286,74.491844,0.88992536,0,0.2757561,0.2730353,0.2730375,0.2540844,0.272999,0.27318382,0.27308646,0.2730299,0.27317983,0.0800223,-0.017074782,1.4364654,0.27055812,0.036959156,0.26848224,1,0.30242276,10.357988,-1.0976363,-7.619575,5.2559223,-0.036435086,0,4.868255,0,0.03794515,31.163435,-35.5731,0,-0.38681623,-367.98672,0.31578946,-0.21770215,0.46305728,0,0.73582774,147.16597,0,2,0,-80.401665,0,0.43910936,-1.6943806,0.16063452,0.024056261,0.19512999,-0.2585227,6,0,0,1.3846154,0,1.2426573,0.7423823,0,0.07692308,0.7692308,0.44045457,0,0,0.15384616,0.42666602,0.4080773,9.187583,7.4916453,10.8850975,0,8.33303,10.030517,0.42052862,0,6.637258,5.8021183,1.4572248,13,7.671827,6.089045,9.30082,0,4.07734,0.15384616,0.4131167,0,1.5123432,4.94876,4.2100997,2.032128
4-aminobenzonitrile,N#CC1=CC=C(N)C=C1,0.3868,0,0,0.23255815,0.5305216,-0.019456,0,-0.009087431,-0.017988445,0.08555555,0.42183092,0,0,0.009835007,0,0,0.9658723,0.027777778,0,0.24326138,127.845055,0.87311894,7.055926,0.6524123,0,0.33164003,0.3283053,0.32830626,0.31737643,0.3285256,0.32842013,0.32835498,0.32829937,0.32846847,0.09812667,-0.25142148,1.5224602,0.32711545,0.019390563,0.32663617,1,0.3263771,5.5634513,-4.4152985,-1.5966667,5.3719616,-0.23845266,0,3.8407955,0,0.029926397,0,-7.865556,0,-0.39822128,-84.215515,0.4,-0.059135802,0.48063317,0,0.5254288,0,0,0,0,-17.964445,0,0.4911988,0.110352,0.15425608,0.027777778,0.22606489,-0.13286662,0,0,0,1.6111112,0,1.2288901,0.50666666,0,0.055555556,1.0555556,0.36588517,0,0,0,0.51388353,0.33074898,8.386401,6.8167357,9.957265,0,7.598399,9.169831,0.4133648,0,6.0282784,5.2522736,0.9441973,2,7.0553126,5.556828,8.590258,0,1.1710976,0.5,0.5469898,0,0.9729557,4.465908,3.2664123,0
"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1,0,0,0.22959183,0.24751568,0.002052631,0,0.000601408,0.002473022,0.03195767,-0.024921123,0,0,0.007702778,6.525488,0,0.8036466,0.048076924,0,-0.017759243,177.46751,0.76795304,-29.0645,1.1822461,0,0.18856443,0.188597,0.18859647,0.15182218,0.18864514,0.18856971,0.1885897,0.1885976,0.18910846,0.082434684,0.026462875,1.2189099,0.18896744,0.014073148,0.1892029,0,0.22464927,50.657665,-2.0791774,16.228415,0,0.031970106,0,6.2356353,0,0.032075014,-117.318245,33.796886,1,-0.49070457,-851.7911,0.24074075,0.12678449,0.48911995,5.5497975,1.0647972,-551.3388,43,290.75,0.3478261,-182.14677,0.33333334,0.6957112,0.8014329,0.26447067,0.06415003,0.1924122,0.17222248,66,0,57,1.2037038,0,1.032948,0.47085047,0,0,0.6481481,0.22635466,0,0.4865306,0.32142857,0.7282316,0.21630123,9.919115,8.199464,11.649927,0,9.05614,10.782471,0.47308478,0,7.344073,6.499787,2.4040434,65,8.2892885,6.736967,9.896815,0,7.6390457,0.09259259,0.76456785,0,2.6241534,5.659482,6.0612555,4526.79
,OC1=CC2=CC=C(O)C=C2C=C1,0.7503,0,0,0.3529412,0.4198436,-0.02664762,1,-0.015801836,-0.025219953,0.082666665,0.32737273,0,0,0.013349447,6.2075677,0,0.9537244,0.0390625,0,0.23872346,161.48622,0.8769239,-14.24,1.0122951,0,0.2883785,0.28447324,0.28447616,0.27377024,0.28417155,0.2846176,0.2845107,0.2844702,0.2850636,0.080899686,-0.19651636,1.4220083,0.28198352,0.027682781,0.27971786,0,0.30726734,0,-4.6739187,-13.724444,0,-0.2007814,0,5.96173,0,0.07707213,-24.32,-1.6888889,0,-0.3339808,252.8501,0.5,-0.32677248,0.4795017,0,0.47773692,-111.87519,4,12,0,54.12,0,0.5915781,0.0712,0.17223436,0.048112523,0.18806441,0.010962591,22,0,19,1.5,0,0.8218878,0.61,0,0.083333336,0.9166667,0.31489742,0,0.12081633,0,0.5757974,0.28953972,9.2444515,7.5320883,10.958757,0,8.38229,10.098108,0.5394755,0,6.668228,5.826,1.3717622,27,7.7084107,6.1025586,9.362803,0,3.7368982,0.33333334,0.5770922,0,1.3932544,4.962845,4.0655165,32.253983
Oleylamine,CCCCCCCCC=CCCCCCCCCN,0.95,0,0,0,0.25972793,-0.002963577,0,-0.001141328,-0.003171932,0.005333333,0.04074248,0,0,0,2.9957323,0,0.6594378,0.0078125,0,0.0330469,109.57124,0.6594378,-0.41454083,0.9930706,0,0.22547396,0.22526579,0.2252659,0.21147656,0.22529276,0.22527994,0.22527193,0.22526504,0.22547396,0.13239667,-0.09908764,1.3123488,0.2251043,0,0.22502953,1,0.044258222,96.81524,-12.151401,-0.20695153,5.473641,-0.08880299,1,2.9957323,0,0,0.3265306,-0.31489158,0,-0.27000287,1.6425843,0,-0.001398321,0.49548492,0,1.0088046,1.5505263,9,156,0.8888889,0.3469388,0.8888889,1.1237983,0.00159595,0.4512267,0,0.26294416,0.000824172,11,0,10,0.5394737,0,0.8845525,0.21141581,0,0,0.05263158,0.17651093,0,0.040816326,0.8333333,1.2304435,0.17651093,8.276649,6.928538,9.628326,0,7.6014023,8.951699,1.0113136,0,6.25575,5.587249,2.0326517,12,7.04316,5.820083,8.29829,0,0,-0.43421054,1.290872,0,2.0947692,4.919981,5.0723433,2206.4612
"1-(3,4,5-trimethoxyphenyl)ethanone",CC(=O)C1=CC(=C(C(=C1)OC)OC)OC,0.9123,0,0,0.36585367,0.27671453,0.000713436,1,-0.004780766,0.004254221,0.06116402,-0.35462973,0,0,0.018696977,4.20189,0,0.72999215,0.054347824,0,-0.274494,199.27328,0.7030156,-3.0517242,1.6095,0,0.25637007,0.25306687,0.25306916,0.22918661,0.2528257,0.25317892,0.2530962,0.25306448,0.25365782,0.08212358,0.003934426,1.4174789,0.25099754,0.02443031,0.24920231,0,0.2747785,17.281725,20.213871,-5.7686615,0,0.025588065,0,5.1828365,0,0.035932183,148.92628,-8.442925,3,-0.5278911,-116.366516,0.20689656,-0.12540568,0.47558394,15.356314,1.6208146,709.60144,0,60,0.36363637,-25.072533,0.36363637,1.3876505,-1.0836623,0.20080546,0.020833334,0.18788323,-0.01019631,9,0,2,1.2166667,0,0.96124476,0.59453034,0,0.1,0.6,0.29474947,0,0.08163265,0.26666668,1.3222733,0.28385714,9.424726,7.6884556,11.162332,0,8.554682,10.292383,0.853324,0,6.818924,5.9584246,1.6402966,24,7.822044,6.212606,9.48729,0,5.515082,-0.016666668,1.2723342,0,1.7240251,5.09375,4.5952296,148.45723
Rifaximin,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,1,0,0,0.47029078,0.086789,-0.009804649,0,-0.008222996,-0.007211827,0.04735215,-0.09344215,1,-1.9576955,0.027965143,8.917737,0,0.8847498,0.06028496,1,-0.06743327,187.20604,0.8551517,29.259417,1.0477928,0,0.13233344,0.13145278,0.1314529,0.087184325,0.13141856,0.13145423,0.13145226,0.13145292,0.1314978,0.05996944,-0.06416582,1.1370733,0.1312624,0.037017774,0.13086885,0,0.2048692,69.95105,8.696586,-4.750354,0,-0.050977692,0,8.306694,0,0.33845025,-293.37173,-42.370975,4,-0.49411893,65.708984,0.3425926,-0.017593902,0.47052982,23.817207,0.9541138,-1364.4333,815,1571.9166,0.44186047,14.829561,0.44186047,0.81515974,3.7222517,0.26566064,0.17849846,0.17049633,-0.057892896,558,0,678,1.0701754,0,1.1664469,0.7540295,0,0.01754386,0.42982456,0.22493471,0,3.1732426,0.032258064,0.7700082,0.21740982,11.347072,9.455089,13.254957,0,10.396017,12.297507,0.6342176,0,8.51218,7.585281,3.3437867,433,9.483188,7.80751,11.216875,0,36.67561,-0.21052632,0.7453554,0.041666668,3.7499578,6.652863,7.9404235,24489.469
Methyl orange,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O,1,0,0,0.23920266,0.23154758,-0.004540522,1,0.012333267,0.002643243,0.04020202,-0.16795339,0,0,0.026429603,6.174307,0,0.8521912,0.03448276,0,-0.10212362,164.24942,0.7976311,28.544983,0.66531646,0,0.21594185,0.21508694,0.21508697,0.1903841,0.21443547,0.2145979,0.21462348,0.21467935,0.21496424,0.081002206,-0.030681072,0.3013468,0.21460801,0.03462008,0.2147497,0,0.29108137,0,5.696708,-1.6879334,0,0.019409448,0,6.112714,0,0.07128849,44.012344,-19.939531,0,-0.44516632,-121.70124,0.3888889,-0.02344352,0.46948534,0,1.1427503,201.03401,44,114.296295,0.14285715,-23.37037,0.14285715,0.59364086,-0.5457618,0.17840394,0.055555556,0.1968252,-0.19551083,38,0,48,1.4523809,0,1.1833504,0.6751543,1.9811268,0.071428575,0.8333333,0.34763667,0,0.20244898,0.18181819,0.6375342,0.3253798,9.690975,8.010028,11.373537,2,8.8371,10.520051,0.3723267,0,7.1553965,6.3332796,2.127748,44,8.204398,6.632002,9.81055,0,4.879174,0.21428572,0.63281304,0.045643546,2.2481775,5.4764633,5.431701,2800.945
4-Iodotoluene,Cc1ccc(I)cc1,0.3849,0,0,0.19444445,0.16704206,4.67E-17,0,5.56E-17,4.98E-17,0.15111111,8.61E-16,0,0,0.015814982,0,0,0.91886324,0.035714287,0,5.67E-16,128.36378,0.8609023,0.50737673,0.6788793,0,0.35248417,0.3490518,0.3490315,0.34275502,0.34700042,0.34687486,0.34728035,0.34720975,0.3496717,0.108728155,2.10E-15,1.0053092,0.34804866,0.026564984,0.34872854,0,0.2468413,5.5634513,6.8713727,-1.7176573,0,1.48E-15,0,0,0,0.0982073,0,-1.1118128,0,-0.31630796,0,0.4,-0.06361694,0.47346172,0,0.92924863,0,0,0,0.14285715,0,0.14285715,0.8149872,0.070238665,0.22662042,0.027777778,0.23045304,-0.123196445,0,0,0,1.3125,0,1.1013805,0.51555556,0,0.0625,0.8125,0.32933933,0,0,0,1.0135466,0.30856493,8.217439,6.6707664,9.765891,0,7.4389715,8.98932,0.8635056,0,5.888878,5.1298985,0.78555864,0,6.9402223,5.4510384,8.46316,0,1.1380712,0.3125,0.79292685,0,0.80283654,4.3438053,2.9867675,0
"thiophene-2,5-dicarbaldehyde",C1=C(SC(=C1)C=O)C=O,0.52,0,0,0.22222222,0.36950746,0.000262722,0,-0.001761663,-7.28E-05,0.066,0.07014688,0,0,0.005612251,0,0,0.7921245,0.07118055,0,0.04457381,169.93663,0.71712184,11.474915,1.3,0,0.33086118,0.32655233,0.32655475,0.30872464,0.32806888,0.32815996,0.3280982,0.32802513,0.327547,0.10216122,0.001471212,0.60499793,0.32717755,0.015167806,0.32595888,0,0.2830879,19.343369,1.3340483,-4.219858,0,-0.000458815,0,2.6741486,0,0.08213321,0,-14.364131,0,-0.37068778,0,0.3846154,-0.2220978,0.48485592,0,0.99363947,0,0,0,0,0,0,0.81594765,-0.48515502,0.20176801,0.11785113,0.21573311,-0.16770168,0,0,0,1.3333334,0,1.3536426,0.52071005,0,0,0.7777778,0.46971425,0,0,0.22222222,0.8072538,0.42523918,8.522181,6.904751,10.14081,0,7.710205,9.329101,0.8074608,0,6.0935698,5.293305,0.91655856,1,6.9985094,5.5333896,8.502892,0,1.1279612,0.22222222,0.8266206,0,0.97088,4.4886365,3.2797816,0
"1-CHLORO-4-NITROBENZENE, 99%",[O-][N+](=O)c1ccc(Cl)cc1,0.274,0,0,0.29282868,0.38304847,0.07154082,0,0.047245715,0.0549,0.0637037,0.46632603,0,0,0.021583626,0,1,1,0.045454547,0,0.3154059,163.36737,0.9130512,-10.606428,0.733871,0,0.31423447,0.31255063,0.312526,0.29953524,0.311414,0.31145495,0.31157503,0.31156883,0.31170237,0.09057096,0.38709998,1.3047287,0.30894017,0.030183626,0.30666906,0,0.30581045,0,-7.8919663,9.045832,0,0.30380133,0,3.8407955,0,0.045385927,0,-24.084967,0,-0.38757512,0,0.42857143,0.36183324,0.46983773,0,1.1110389,0,0,0,0,0,0,0.4933227,-1.2456245,0.16402727,0.027777778,0.21452305,-0.5691523,0,0,0,1.45,0,1.7567611,0.63265306,0,0.1,0.85,0.5214192,0,0,0.1,0.42917982,0.47608244,8.635332,7.0273147,10.244485,0,7.8244457,9.433564,0.37333226,0,6.216606,5.42495,1.0970619,4,7.256297,5.733341,8.815964,0,1.6649334,0.25,0.4635132,0,1.120599,4.6151204,3.5363364,0
"1-Phenyl-1,2-ethanediol",C1=CC=C(C=C1)C(CO)O,0.586,0,0,0.21428572,0.3590749,-0.025,0,-0.01523624,-0.023496,0.027301587,0.22004798,0,0,0.007167831,2.7842393,0,0.9218533,0.039772727,0,0.16724007,135.64569,0.8807625,-3.930625,0.9722222,0,0.3134126,0.31160435,0.31160605,0.296301,0.3114262,0.3116877,0.3116261,0.31160256,0.31194484,0.101222165,-0.1754386,1.2599486,0.31001115,0.015767831,0.3083792,0,0.25491843,11.667418,-7.8270593,14.465417,0,-0.17657669,0,3.7256935,0,0.018518519,7.29,-5.0529165,0,-0.3053842,90.32238,0.3,0.34441468,0.48425353,0,0.9381742,34.81354,0,1,0.25,18.63,0.25,0.98360825,-0.3525,0.2293351,0.032075014,0.22132273,-0.08981274,2,0,0,1.15,0,1.082543,0.45,0,0,0.6,0.31489742,0,0.04,0.2,0.990625,0.30086115,8.532475,6.944087,10.122021,0,7.737616,9.326967,1.0350901,0,6.150603,5.3612924,1.0862057,6,7.158514,5.652489,8.703009,0,1.5160323,0.05,0.9983031,0,1.12616,4.574711,3.5407228,1.016064
Triptycene,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,0.9949,0,0,0.4,0.06809515,0.001606265,1,0.000423269,0.002186305,0.055555556,0.09757011,0,0,-0.001763809,7.6625853,0,0.52854764,0.046875,0,0.07368421,217.9229,0.4840982,-2.4728951,1.4150424,0,0.22285096,0.22108048,0.22108048,0.20048518,0.22108048,0.22108048,0.22108048,0.22108048,0.22040755,0.05810719,0.07368421,1.2214892,0.22108048,0.024036191,0.22108048,0,0.28928953,45.216522,-3.965755,-1.7804691,0,0.07368421,0,7.1540537,0,0.30306262,83.04498,1.1434064,0,-0.34534127,-178.45717,0.5882353,-0.019565593,0.4974745,0,1.0959811,402.15698,252,42,0.1,-36.85121,0.1,0.91071427,-0.090311415,0.20818494,0.14583333,0.15071757,-0.07813411,252,0,282,1.5,0,1.0222303,0.61591697,0,0,0.9,0.19212285,0,0.23510204,0,0.91071427,0.17596583,10.52699,8.595449,12.462159,0,9.560363,11.494303,1.0418288,0,7.6328855,6.675823,2.0818646,213,8.667164,6.8987145,10.507503,0,13.977888,0.3,0.91071427,0,2.179651,5.7268476,5.4304285,163.5742
Dipyridamole,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO,0.9996,0,0,0.2782258,0.09858848,-0.008901279,0,-0.008657121,-0.005241366,0.028956229,-0.6591189,0,0,0.006124457,7.6202188,0,0.64619845,0.029166667,0,-0.4673105,167.77226,0.6316021,-6.8655357,1.1199068,1,0.16512525,0.16267124,0.1626712,0.13104577,0.162475,0.1626273,0.16264848,0.16267414,0.16350833,0.068697535,-0.06735676,1.321555,0.16272472,0.015680013,0.16248694,0,0.18571603,38.52493,-0.6465318,9.914513,0,-0.04224284,0,7.1968036,0,0.12509796,-567.9723,-4.588989,0,-0.42405388,-2651.6775,0.28947368,0.04957256,0.4914926,0,1.1483886,-2745.797,336,778,0.75,-561.67035,0.75,0.99280196,3.9318078,0.30577657,0.18311389,0.17265756,0.034617767,276,0,317,1.0138888,0,0.8461187,0.51038784,8.077146,0.027777778,0.30555555,0.2525601,0,1.3779591,0.30769232,1.0103862,0.24685526,10.563155,8.743053,12.3982,0,9.649949,11.478966,0.8409306,0,7.840313,6.9498563,2.8322442,223,8.795885,7.172425,10.482597,0,13.589243,-0.4027778,1.0069958,0,3.047295,6.066108,6.858673,14207.687
,BrC1=CN=C(Br)C=C1,0.289,0,0,0.17964073,0.6237383,-0.000706612,0,-0.003450711,-0.001052893,0.15111111,-0.30831158,0,0,0.015814982,0,0,1,0.035714287,0,-0.21294147,209.19305,0.9086181,0,0.9885621,0,0.35248417,0.35209882,0.3519624,0.34275502,0.34703806,0.34732744,0.34763882,0.34771964,0.3496717,0.108728155,-0.010977583,1.043154,0.34895337,0.026564984,0.35030645,0,0.25691104,0,-3.8369098,-0.81361735,0,-0.012351903,0,0,0,0.08451542,0,-0.13069387,0,-0.36602014,0,0.54545456,-0.047859844,0.47346172,0,1.1551226,0,0,0,0,0,0,0.7584808,0.14960827,0.21655066,0.021516575,0.23045304,-0.6104583,0,0,0,1.4375,0,1.7890977,0.56198347,0,0.125,0.875,0.5174055,6.4755554,0,0,0.9437832,0.47012404,8.217439,6.6707664,9.765891,0,7.4389715,8.98932,1.2814776,0,5.888878,5.1298985,0.78555864,0,6.9402223,5.4510384,8.46316,0,1.1380712,0.3125,0.76953983,0,0.807351,4.3438053,2.9886405,0
